Customer ID,Customer Name,Segment,Region,Loyalty Tier,Signup Date
CUST00531,Customer 0531,Corporate,North,Silver,2019-08-09
CUST02000,Customer 2000,Enterprise,North,Silver,2015-09-16
CUST04945,Customer 4945,Consumer,East,Silver,2023-10-21
CUST00258,Customer 0258,Corporate,South,Platinum,2022-09-17
CUST01902,Customer 1902,Consumer,East,Bronze,2016-01-12
CUST04658,Customer 4658,Corporate,North,Silver,2023-02-22
CUST02937,Customer 2937,Corporate,South,Bronze,2018-09-03
CUST02761,Customer 2761,SMB,West,Bronze,2016-07-07
CUST03964,Customer 3964,SMB,East,Bronze,2024-12-21
CUST00939,Customer 0939,Corporate,South,Bronze,2022-04-15
CUST01254,Customer 1254,Corporate,East,Silver,2019-02-14
CUST02735,Customer 2735,Consumer,East,Bronze,2024-10-07
CUST01758,Customer 1758,Consumer,South,Silver,2016-07-03
CUST01047,Customer 1047,Enterprise,South,Bronze,2015-02-19
CUST02429,Customer 2429,Enterprise,West,Bronze,2020-09-13
CUST01579,Customer 1579,Consumer,North,Bronze,2018-06-12
CUST00309,Customer 0309,Enterprise,South,Gold,2018-04-08
CUST00848,Customer 0848,SMB,South,Bronze,2024-06-16
CUST00941,Customer 0941,Enterprise,East,Silver,2023-03-16
CUST03375,Customer 3375,Enterprise,West,Silver,2023-10-07
CUST02726,Customer 2726,Enterprise,South,Silver,2016-06-21
CUST04606,Customer 4606,Consumer,North,Platinum,2024-07-01
CUST02577,Customer 2577,SMB,South,Bronze,2020-04-25
CUST03019,Customer 3019,SMB,South,Bronze,2015-02-25
CUST03020,Customer 3020,Corporate,West,Bronze,2017-12-05
CUST01368,Customer 1368,Consumer,East,Silver,2022-02-25
CUST00581,Customer 0581,Consumer,North,Silver,2020-01-12
CUST01460,Customer 1460,Corporate,North,Silver,2016-12-31
CUST00587,Customer 0587,SMB,West,Bronze,2020-10-31
CUST04947,Customer 4947,Consumer,East,Silver,2017-08-29
CUST02223,Customer 2223,SMB,North,Silver,2018-08-19
CUST00426,Customer 0426,Enterprise,South,Bronze,2023-06-21
CUST04298,Customer 4298,Corporate,South,Bronze,2024-07-24
CUST00804,Customer 0804,Corporate,West,Silver,2017-08-19
CUST03166,Customer 3166,Enterprise,East,Bronze,2022-06-29
CUST03176,Customer 3176,Consumer,South,Bronze,2016-11-24
CUST01050,Customer 1050,Corporate,South,Silver,2016-09-24
CUST03466,Customer 3466,Corporate,West,Silver,2016-08-14
CUST02455,Customer 2455,Corporate,North,Bronze,2016-03-01
CUST00550,Customer 0550,SMB,East,Bronze,2018-08-12
CUST04460,Customer 4460,SMB,West,Silver,2022-07-14
CUST03056,Customer 3056,Consumer,South,Silver,2020-03-15
CUST02834,Customer 2834,Consumer,East,Bronze,2017-08-19
CUST04069,Customer 4069,Corporate,North,Silver,2020-04-05
CUST02664,Customer 2664,SMB,West,Platinum,2015-12-18
CUST01064,Customer 1064,Enterprise,South,Bronze,2021-05-01
CUST00520,Customer 0520,Consumer,West,Silver,2019-04-10
CUST00760,Customer 0760,Enterprise,South,Bronze,2019-03-10
CUST04431,Customer 4431,SMB,South,Silver,2016-04-01
CUST03575,Customer 3575,SMB,South,Bronze,2024-09-26
CUST01122,Customer 1122,SMB,West,Bronze,2019-01-17
CUST04958,Customer 4958,Corporate,East,Bronze,2024-04-16
CUST00628,Customer 0628,SMB,East,Bronze,2018-12-13
CUST01969,Customer 1969,Enterprise,East,Gold,2018-07-19
CUST01508,Customer 1508,Enterprise,South,Bronze,2016-07-10
CUST02073,Customer 2073,Enterprise,East,Silver,2024-08-17
CUST02513,Customer 2513,Consumer,South,Silver,2019-09-24
CUST04993,Customer 4993,SMB,East,Silver,2017-06-18
CUST01499,Customer 1499,Consumer,South,Silver,2015-03-30
CUST00090,Customer 0090,Enterprise,East,Bronze,2023-06-10
CUST02439,Customer 2439,Consumer,West,Bronze,2024-12-30
CUST04884,Customer 4884,Corporate,South,Gold,2019-02-03
CUST04683,Customer 4683,Corporate,East,Silver,2016-02-02
CUST02616,Customer 2616,Corporate,North,Gold,2021-12-13
CUST04385,Customer 4385,Enterprise,East,Bronze,2016-11-10
CUST01940,Customer 1940,Enterprise,South,Bronze,2023-07-18
CUST02344,Customer 2344,Corporate,East,Bronze,2015-06-11
CUST04941,Customer 4941,Consumer,East,Bronze,2023-05-15
CUST01080,Customer 1080,SMB,East,Bronze,2018-08-23
CUST03490,Customer 3490,SMB,East,Silver,2024-05-22
CUST02816,Customer 2816,SMB,East,Bronze,2021-11-07
CUST01438,Customer 1438,Enterprise,East,Silver,2015-07-06
CUST00767,Customer 0767,Corporate,North,Gold,2024-03-30
CUST01821,Customer 1821,Corporate,West,Silver,2023-04-21
CUST01191,Customer 1191,Enterprise,North,Silver,2020-12-07
CUST01066,Customer 1066,Enterprise,South,Silver,2019-07-04
CUST02545,Customer 2545,Enterprise,West,Bronze,2024-11-25
CUST00990,Customer 0990,Consumer,East,Bronze,2020-09-27
CUST01408,Customer 1408,Consumer,East,Silver,2017-10-15
CUST03954,Customer 3954,Consumer,West,Bronze,2023-06-16
CUST02325,Customer 2325,Corporate,West,Bronze,2015-08-13
CUST02490,Customer 2490,Consumer,South,Bronze,2021-07-26
CUST04171,Customer 4171,Consumer,West,Silver,2022-02-19
CUST00349,Customer 0349,Corporate,North,Silver,2023-09-20
CUST03082,Customer 3082,Corporate,South,Silver,2022-05-02
CUST03017,Customer 3017,SMB,East,Bronze,2018-12-22
CUST00164,Customer 0164,SMB,South,Bronze,2015-01-04
CUST03538,Customer 3538,Consumer,East,Bronze,2015-11-07
CUST03692,Customer 3692,SMB,North,Bronze,2020-02-11
CUST00334,Customer 0334,Enterprise,East,Bronze,2015-01-05
CUST00734,Customer 0734,Consumer,South,Bronze,2024-10-15
CUST03525,Customer 3525,SMB,South,Silver,2022-08-05
CUST04533,Customer 4533,Enterprise,South,Bronze,2018-08-13
CUST02775,Customer 2775,Corporate,West,Bronze,2015-03-09
CUST00604,Customer 0604,SMB,East,Bronze,2020-03-04
CUST02561,Customer 2561,Consumer,East,Silver,2022-05-30
CUST02153,Customer 2153,Consumer,West,Bronze,2016-08-29
CUST00601,Customer 0601,SMB,West,Bronze,2020-12-21
CUST03570,Customer 3570,Enterprise,North,Bronze,2016-05-18
CUST03881,Customer 3881,Corporate,South,Gold,2020-10-28
CUST04976,Customer 4976,Consumer,South,Silver,2015-11-18
CUST00478,Customer 0478,Consumer,South,Bronze,2020-04-25
CUST04124,Customer 4124,Enterprise,West,Bronze,2020-12-28
CUST04652,Customer 4652,Corporate,West,Bronze,2024-04-19
CUST04107,Customer 4107,Enterprise,West,Bronze,2015-05-08
CUST04527,Customer 4527,SMB,South,Silver,2016-06-17
CUST03746,Customer 3746,Consumer,East,Platinum,2019-09-27
CUST02547,Customer 2547,Corporate,East,Silver,2016-06-15
CUST00232,Customer 0232,Consumer,East,Silver,2019-12-30
CUST03848,Customer 3848,Consumer,East,Bronze,2018-07-11
CUST03044,Customer 3044,Enterprise,South,Bronze,2023-03-05
CUST03448,Customer 3448,Corporate,West,Bronze,2023-04-19
CUST04496,Customer 4496,Enterprise,West,Silver,2019-10-09
CUST02299,Customer 2299,Corporate,South,Bronze,2024-06-30
CUST03824,Customer 3824,Consumer,East,Bronze,2018-06-14
CUST02858,Customer 2858,SMB,South,Silver,2023-10-16
CUST02750,Customer 2750,SMB,North,Platinum,2024-03-13
CUST04453,Customer 4453,SMB,North,Bronze,2021-02-06
CUST01215,Customer 1215,Corporate,North,Bronze,2024-08-26
CUST02789,Customer 2789,SMB,North,Bronze,2023-04-14
CUST00815,Customer 0815,Enterprise,North,Bronze,2023-08-12
CUST01694,Customer 1694,SMB,West,Silver,2015-05-08
CUST04079,Customer 4079,Enterprise,South,Gold,2021-03-17
CUST00074,Customer 0074,SMB,North,Silver,2018-07-14
CUST01454,Customer 1454,Enterprise,West,Silver,2017-10-28
CUST01757,Customer 1757,SMB,West,Bronze,2016-08-20
CUST04172,Customer 4172,Enterprise,East,Gold,2020-04-14
CUST02264,Customer 2264,SMB,North,Bronze,2015-07-25
CUST04055,Customer 4055,SMB,East,Bronze,2020-09-30
CUST04275,Customer 4275,Corporate,South,Silver,2018-12-02
CUST02449,Customer 2449,Consumer,North,Bronze,2020-10-13
CUST01899,Customer 1899,Consumer,South,Bronze,2024-08-14
CUST03904,Customer 3904,Enterprise,South,Bronze,2023-11-05
CUST01578,Customer 1578,Corporate,West,Bronze,2018-02-24
CUST01605,Customer 1605,Corporate,North,Bronze,2015-06-02
CUST03253,Customer 3253,Enterprise,North,Bronze,2019-01-05
CUST04866,Customer 4866,Corporate,North,Gold,2023-04-22
CUST02801,Customer 2801,Corporate,North,Silver,2017-03-20
CUST01998,Customer 1998,SMB,South,Gold,2016-11-21
CUST04645,Customer 4645,Corporate,North,Bronze,2021-01-13
CUST04835,Customer 4835,Consumer,South,Bronze,2015-08-19
CUST01206,Customer 1206,Consumer,North,Bronze,2023-03-15
CUST00606,Customer 0606,SMB,North,Bronze,2017-07-31
CUST04427,Customer 4427,Corporate,West,Gold,2024-02-14
CUST04486,Customer 4486,Consumer,South,Gold,2015-01-22
CUST00655,Customer 0655,SMB,East,Platinum,2021-03-20
CUST02564,Customer 2564,Enterprise,South,Gold,2019-05-08
CUST00401,Customer 0401,Consumer,West,Silver,2022-03-09
CUST00851,Customer 0851,Consumer,North,Bronze,2016-08-23
CUST02807,Customer 2807,Consumer,West,Silver,2020-07-28
CUST00069,Customer 0069,Corporate,East,Silver,2019-04-23
CUST03825,Customer 3825,Consumer,South,Silver,2021-07-30
CUST04643,Customer 4643,Enterprise,South,Bronze,2016-11-21
CUST02691,Customer 2691,Consumer,North,Bronze,2018-03-06
CUST02032,Customer 2032,SMB,South,Bronze,2021-02-22
CUST01449,Customer 1449,Consumer,South,Bronze,2022-08-09
CUST04722,Customer 4722,Corporate,East,Bronze,2017-09-24
CUST03421,Customer 3421,Corporate,North,Silver,2017-05-11
CUST03419,Customer 3419,Consumer,East,Bronze,2015-12-28
CUST01631,Customer 1631,Consumer,South,Bronze,2018-12-22
CUST00669,Customer 0669,Consumer,North,Silver,2015-08-04
CUST02407,Customer 2407,SMB,West,Bronze,2020-08-13
CUST04960,Customer 4960,Enterprise,South,Bronze,2020-10-24
CUST00075,Customer 0075,Consumer,South,Silver,2020-09-09
CUST03423,Customer 3423,Corporate,West,Silver,2021-04-20
CUST02821,Customer 2821,Corporate,North,Bronze,2018-11-10
CUST01163,Customer 1163,Consumer,West,Bronze,2019-05-10
CUST04021,Customer 4021,Enterprise,North,Gold,2015-08-18
CUST01841,Customer 1841,Corporate,North,Bronze,2024-03-26
CUST00658,Customer 0658,Enterprise,North,Bronze,2016-08-18
CUST04302,Customer 4302,Consumer,North,Gold,2021-06-26
CUST04411,Customer 4411,SMB,South,Bronze,2024-11-25
CUST00840,Customer 0840,Enterprise,West,Gold,2024-12-23
CUST02623,Customer 2623,Enterprise,West,Bronze,2016-10-03
CUST03446,Customer 3446,Corporate,North,Bronze,2018-06-30
CUST03667,Customer 3667,Enterprise,West,Gold,2022-12-25
CUST01487,Customer 1487,Corporate,East,Bronze,2018-01-21
CUST04016,Customer 4016,Corporate,South,Gold,2015-07-11
CUST01456,Customer 1456,Consumer,West,Silver,2019-02-16
CUST01207,Customer 1207,Enterprise,East,Bronze,2020-12-19
CUST04923,Customer 4923,Enterprise,East,Bronze,2021-03-07
CUST02751,Customer 2751,Enterprise,West,Platinum,2018-09-10
CUST00121,Customer 0121,Enterprise,North,Silver,2024-08-26
CUST01374,Customer 1374,Enterprise,South,Gold,2020-07-24
CUST00078,Customer 0078,Consumer,West,Bronze,2024-11-15
CUST02676,Customer 2676,Consumer,East,Gold,2021-06-01
CUST02594,Customer 2594,Enterprise,South,Gold,2017-08-12
CUST03007,Customer 3007,Consumer,South,Gold,2021-08-28
CUST01560,Customer 1560,SMB,West,Bronze,2022-09-22
CUST04070,Customer 4070,Enterprise,North,Bronze,2016-11-30
CUST03241,Customer 3241,Consumer,East,Bronze,2024-04-09
CUST01617,Customer 1617,SMB,North,Bronze,2024-10-19
CUST01909,Customer 1909,Enterprise,North,Silver,2018-02-20
CUST02288,Customer 2288,Consumer,South,Gold,2022-03-24
CUST01153,Customer 1153,Corporate,East,Silver,2019-05-17
CUST04970,Customer 4970,SMB,East,Bronze,2022-12-05
CUST03397,Customer 3397,Enterprise,South,Bronze,2021-01-01
CUST03854,Customer 3854,Consumer,East,Bronze,2015-12-21
CUST03886,Customer 3886,Consumer,East,Gold,2018-05-15
CUST03993,Customer 3993,Consumer,South,Bronze,2020-06-20
CUST03626,Customer 3626,Enterprise,East,Platinum,2018-05-01
CUST01611,Customer 1611,SMB,East,Platinum,2017-07-05
CUST04849,Customer 4849,Consumer,West,Bronze,2016-02-15
CUST01501,Customer 1501,Corporate,East,Silver,2024-11-11
CUST03009,Customer 3009,SMB,South,Bronze,2022-11-28
CUST00594,Customer 0594,SMB,East,Silver,2021-08-22
CUST00549,Customer 0549,Consumer,East,Bronze,2017-07-19
CUST01903,Customer 1903,Corporate,South,Bronze,2016-05-08
CUST02631,Customer 2631,Corporate,North,Bronze,2022-08-12
CUST03769,Customer 3769,Corporate,East,Bronze,2021-08-26
CUST00325,Customer 0325,SMB,East,Bronze,2017-07-14
CUST00653,Customer 0653,SMB,East,Silver,2020-04-09
CUST01111,Customer 1111,SMB,East,Bronze,2015-04-12
CUST04545,Customer 4545,Consumer,South,Bronze,2023-01-27
CUST00827,Customer 0827,Corporate,West,Bronze,2017-06-27
CUST03588,Customer 3588,Corporate,North,Platinum,2017-01-02
CUST01172,Customer 1172,SMB,North,Bronze,2021-08-12
CUST03629,Customer 3629,SMB,South,Bronze,2022-12-03
CUST02416,Customer 2416,Consumer,South,Bronze,2023-09-13
CUST01265,Customer 1265,Corporate,North,Platinum,2016-10-04
CUST00561,Customer 0561,Corporate,South,Gold,2018-08-05
CUST03290,Customer 3290,SMB,East,Silver,2019-07-09
CUST03394,Customer 3394,Enterprise,West,Bronze,2019-04-27
CUST02680,Customer 2680,Enterprise,West,Bronze,2017-05-20
CUST03668,Customer 3668,Corporate,West,Bronze,2016-05-11
CUST01106,Customer 1106,SMB,East,Bronze,2020-03-01
CUST02015,Customer 2015,Corporate,West,Silver,2017-07-06
CUST01722,Customer 1722,SMB,East,Bronze,2017-08-26
CUST01430,Customer 1430,Corporate,West,Silver,2019-02-05
CUST02057,Customer 2057,Enterprise,North,Bronze,2017-11-24
CUST03142,Customer 3142,Enterprise,West,Platinum,2016-05-13
CUST03888,Customer 3888,Enterprise,North,Bronze,2020-12-13
CUST00239,Customer 0239,Corporate,South,Silver,2017-01-23
CUST03503,Customer 3503,Consumer,West,Bronze,2020-08-28
CUST03819,Customer 3819,Corporate,South,Gold,2023-05-23
CUST01181,Customer 1181,Corporate,South,Bronze,2018-05-31
CUST03228,Customer 3228,SMB,East,Silver,2020-09-01
CUST02785,Customer 2785,SMB,North,Silver,2021-05-01
CUST04832,Customer 4832,Consumer,West,Bronze,2017-04-13
CUST00041,Customer 0041,Enterprise,North,Gold,2021-12-09
CUST04536,Customer 4536,Corporate,West,Gold,2022-04-20
CUST00145,Customer 0145,Enterprise,West,Bronze,2023-11-07
CUST03623,Customer 3623,Corporate,West,Gold,2016-06-22
CUST02711,Customer 2711,Enterprise,East,Bronze,2015-04-14
CUST02094,Customer 2094,SMB,South,Silver,2016-01-28
CUST01263,Customer 1263,Consumer,South,Bronze,2022-12-19
CUST00005,Customer 0005,Corporate,South,Gold,2016-03-18
CUST04443,Customer 4443,SMB,West,Bronze,2021-08-26
CUST03953,Customer 3953,Corporate,East,Silver,2019-12-20
CUST00525,Customer 0525,Consumer,North,Bronze,2022-08-05
CUST03420,Customer 3420,Consumer,North,Silver,2024-06-28
CUST01355,Customer 1355,Consumer,West,Bronze,2015-01-12
CUST02100,Customer 2100,Corporate,South,Bronze,2016-07-20
CUST04077,Customer 4077,Corporate,East,Bronze,2022-04-10
CUST03897,Customer 3897,SMB,South,Bronze,2019-07-19
CUST03798,Customer 3798,Corporate,East,Silver,2015-01-05
CUST02257,Customer 2257,SMB,West,Bronze,2018-11-26
CUST04332,Customer 4332,Enterprise,East,Bronze,2021-01-16
CUST01130,Customer 1130,Enterprise,West,Platinum,2021-06-23
CUST00030,Customer 0030,Consumer,North,Gold,2016-12-05
CUST02828,Customer 2828,Corporate,South,Gold,2022-11-13
CUST03522,Customer 3522,SMB,South,Gold,2015-12-25
CUST01187,Customer 1187,Enterprise,East,Bronze,2023-12-06
CUST02033,Customer 2033,Corporate,North,Silver,2021-03-19
CUST00336,Customer 0336,Consumer,West,Gold,2022-04-10
CUST04333,Customer 4333,SMB,East,Bronze,2018-11-27
CUST00147,Customer 0147,Corporate,South,Gold,2016-10-13
CUST00591,Customer 0591,SMB,North,Silver,2019-02-03
CUST04604,Customer 4604,SMB,North,Bronze,2022-12-30
CUST02432,Customer 2432,Enterprise,North,Bronze,2021-06-29
CUST01160,Customer 1160,SMB,South,Bronze,2024-03-08
CUST00746,Customer 0746,Corporate,West,Bronze,2020-03-16
CUST03584,Customer 3584,Consumer,West,Silver,2022-02-04
CUST02951,Customer 2951,Enterprise,South,Bronze,2022-05-31
CUST04669,Customer 4669,Corporate,West,Silver,2024-03-29
CUST01651,Customer 1651,Consumer,South,Bronze,2015-08-11
CUST04488,Customer 4488,SMB,North,Silver,2024-02-05
CUST04214,Customer 4214,SMB,South,Silver,2016-08-24
CUST01822,Customer 1822,Corporate,South,Bronze,2024-04-28
CUST01671,Customer 1671,Enterprise,South,Platinum,2020-03-17
CUST03638,Customer 3638,Corporate,North,Bronze,2015-10-14
CUST03305,Customer 3305,Corporate,West,Bronze,2019-05-09
CUST02849,Customer 2849,Corporate,East,Silver,2017-02-10
CUST03318,Customer 3318,SMB,West,Bronze,2019-02-22
CUST01281,Customer 1281,Enterprise,North,Silver,2021-10-06
CUST04106,Customer 4106,Consumer,South,Platinum,2015-08-06
CUST04238,Customer 4238,Consumer,South,Bronze,2015-06-22
CUST01720,Customer 1720,Consumer,South,Silver,2017-09-14
CUST04090,Customer 4090,SMB,West,Gold,2019-09-01
CUST03387,Customer 3387,SMB,South,Silver,2017-06-08
CUST03511,Customer 3511,Corporate,South,Bronze,2024-08-16
CUST04902,Customer 4902,Corporate,West,Bronze,2021-03-29
CUST00536,Customer 0536,Enterprise,West,Bronze,2024-11-05
CUST03557,Customer 3557,SMB,East,Silver,2024-11-01
CUST02363,Customer 2363,Enterprise,East,Silver,2015-11-26
CUST04986,Customer 4986,Enterprise,East,Bronze,2016-06-01
CUST01949,Customer 1949,SMB,East,Bronze,2018-08-28
CUST02644,Customer 2644,Enterprise,West,Bronze,2018-11-20
CUST03052,Customer 3052,Consumer,South,Gold,2017-12-17
CUST03451,Customer 3451,Corporate,East,Bronze,2019-10-13
CUST00415,Customer 0415,Consumer,South,Bronze,2018-04-11
CUST01642,Customer 1642,SMB,West,Bronze,2018-05-22
CUST01026,Customer 1026,Consumer,North,Silver,2023-01-09
CUST00422,Customer 0422,Consumer,North,Bronze,2016-11-01
CUST03482,Customer 3482,Consumer,South,Silver,2021-09-11
CUST03065,Customer 3065,Enterprise,East,Gold,2016-02-01
CUST02706,Customer 2706,Corporate,North,Silver,2022-05-19
CUST04698,Customer 4698,Enterprise,North,Silver,2023-05-22
CUST03815,Customer 3815,SMB,South,Bronze,2017-10-06
CUST00296,Customer 0296,Consumer,South,Bronze,2018-07-05
CUST00474,Customer 0474,Corporate,South,Silver,2017-05-12
CUST02323,Customer 2323,Enterprise,North,Bronze,2024-05-01
CUST02613,Customer 2613,Consumer,North,Bronze,2017-01-15
CUST02467,Customer 2467,Corporate,East,Bronze,2024-07-08
CUST04948,Customer 4948,Corporate,North,Platinum,2015-03-20
CUST01557,Customer 1557,Corporate,North,Bronze,2021-09-14
CUST02628,Customer 2628,Enterprise,West,Gold,2020-05-09
CUST02188,Customer 2188,Consumer,North,Bronze,2022-04-28
CUST02618,Customer 2618,Enterprise,West,Bronze,2022-02-05
CUST02444,Customer 2444,Enterprise,East,Silver,2022-03-17
CUST04109,Customer 4109,SMB,South,Bronze,2020-10-08
CUST02630,Customer 2630,Enterprise,West,Gold,2019-01-14
CUST02272,Customer 2272,SMB,West,Bronze,2018-01-10
CUST03942,Customer 3942,SMB,North,Bronze,2017-12-19
CUST01070,Customer 1070,SMB,West,Silver,2023-01-17
CUST02790,Customer 2790,Enterprise,East,Gold,2023-05-13
CUST00647,Customer 0647,SMB,West,Bronze,2022-06-07
CUST03196,Customer 3196,Enterprise,South,Bronze,2018-03-16
CUST02204,Customer 2204,Consumer,North,Bronze,2016-03-13
CUST01426,Customer 1426,SMB,East,Bronze,2017-04-10
CUST01600,Customer 1600,SMB,North,Gold,2023-05-31
CUST04179,Customer 4179,Enterprise,East,Silver,2016-05-26
CUST03542,Customer 3542,Corporate,West,Bronze,2017-12-25
CUST00867,Customer 0867,Enterprise,South,Bronze,2022-12-28
CUST04726,Customer 4726,Enterprise,North,Silver,2019-08-19
CUST00034,Customer 0034,Consumer,South,Silver,2022-12-29
CUST02648,Customer 2648,SMB,North,Bronze,2024-07-23
CUST04382,Customer 4382,Corporate,West,Bronze,2018-08-23
CUST04554,Customer 4554,Consumer,South,Silver,2024-06-27
CUST01836,Customer 1836,Enterprise,South,Gold,2016-12-22
CUST03239,Customer 3239,Corporate,East,Silver,2015-01-11
CUST02895,Customer 2895,Corporate,South,Gold,2021-01-23
CUST03875,Customer 3875,Corporate,East,Bronze,2016-04-09
CUST04794,Customer 4794,Consumer,East,Bronze,2016-09-17
CUST04926,Customer 4926,Corporate,North,Silver,2019-11-19
CUST04692,Customer 4692,Consumer,West,Bronze,2023-04-10
CUST02942,Customer 2942,Enterprise,East,Bronze,2021-08-21
CUST04887,Customer 4887,Corporate,East,Bronze,2017-05-28
CUST00461,Customer 0461,Enterprise,East,Gold,2022-10-26
CUST04417,Customer 4417,SMB,East,Bronze,2016-02-18
CUST02583,Customer 2583,Corporate,North,Bronze,2016-07-18
CUST02647,Customer 2647,Enterprise,East,Silver,2015-08-22
CUST02442,Customer 2442,Corporate,North,Bronze,2016-05-09
CUST00508,Customer 0508,Consumer,West,Gold,2021-09-10
CUST01087,Customer 1087,Corporate,North,Silver,2024-06-04
CUST02205,Customer 2205,SMB,West,Bronze,2018-12-14
CUST01566,Customer 1566,Consumer,West,Bronze,2019-11-17
CUST01962,Customer 1962,Corporate,North,Silver,2021-10-29
CUST02668,Customer 2668,Enterprise,North,Silver,2020-06-19
CUST03933,Customer 3933,Consumer,West,Silver,2017-02-20
CUST00201,Customer 0201,SMB,South,Silver,2017-01-12
CUST02167,Customer 2167,Consumer,West,Bronze,2020-08-24
CUST04177,Customer 4177,Corporate,South,Bronze,2018-03-11
CUST02070,Customer 2070,Corporate,East,Silver,2017-11-05
