Order ID,Date,Customer ID,Product,Category,Region,Quantity,Unit Price,Discount,Tax,Revenue,COGS,Expenses
ORD00000085,2024-08-09,CUST03395,Gadget X,Electronics,West,14,215.15,138.78,143.67,3016.99,2372.44,223.39
ORD00000086,2024-03-02,CUST01970,Gadget Y,Home,North,5,207.54,48.25,118.73,1108.18,813.69,40.24
ORD00000087,2025-08-28,CUST02537,Widget B,Home,South,15,297.16,436.57,201.04,4221.87,2427.21,123.31
ORD00000088,2025-05-14,CUST00346,Gadget X,Industrial,North,9,197.4,137.54,81.95,1721.01,1243.27,80.44
ORD00000089,2024-01-06,CUST02852,Gadget X,Industrial,North,6,50.97,4.1,54.31,356.03,198.75,8.76
ORD00000090,2025-12-01,CUST01934,Widget A,Industrial,East,6,26.47,7.29,27.28,178.81,106.25,12.12
ORD00000091,2024-06-22,CUST03500,Widget B,Home,South,2,206.44,31.85,45.72,426.75,334.59,25.83
ORD00000092,2025-02-16,CUST00429,Widget C,Industrial,North,7,435.99,239.5,0.0,2812.43,2218.65,217.02
ORD00000093,2023-08-28,CUST01212,Gadget X,Home,South,18,354.11,290.0,0.0,6083.98,3510.75,254.99
ORD00000094,2025-12-02,CUST03351,Gadget X,Industrial,South,11,156.33,141.65,189.36,1767.34,1147.45,63.74
ORD00000095,2024-03-03,CUST00937,Gadget Y,Industrial,South,15,467.82,333.61,802.04,7485.73,5967.04,223.91
ORD00000096,2024-04-25,CUST01081,Widget A,Electronics,West,16,329.88,17.65,631.25,5891.68,3348.91,249.42
ORD00000097,2023-03-31,CUST01209,Gadget X,Electronics,East,14,420.26,477.74,973.06,6378.96,4962.09,139.18
ORD00000098,2024-01-13,CUST02092,Gadget Y,Office,South,15,412.95,615.88,278.92,5857.29,4660.71,454.96
ORD00000099,2023-03-27,CUST00219,Widget A,Industrial,North,9,312.96,78.3,492.9,3231.24,2489.86,170.37
ORD00000100,2023-08-06,CUST02473,Gadget Y,Home,North,9,470.11,281.78,473.91,4423.12,3337.23,167.64
ORD00000101,2024-01-12,CUST03239,Gadget Y,Office,East,8,227.71,73.87,209.74,1957.55,1356.21,99.52
ORD00000102,2025-03-04,CUST01223,Widget A,Office,West,6,393.83,95.96,272.04,2539.06,1975.43,149.73
ORD00000103,2025-11-18,CUST00686,Widget B,Electronics,East,1,105.86,9.71,0.0,96.15,55.31,6.15
ORD00000104,2025-11-17,CUST01405,Widget A,Office,East,13,471.41,588.31,997.2,6537.22,3780.75,265.31
ORD00000105,2024-12-28,CUST02582,Widget A,Industrial,East,13,366.49,51.83,235.63,4948.17,3576.83,328.84
ORD00000106,2024-02-06,CUST02042,Widget B,Industrial,East,9,139.27,91.13,0.0,1162.3,641.82,89.17
ORD00000107,2023-08-18,CUST02415,Widget C,Industrial,West,13,295.7,69.19,679.48,4454.39,3162.23,355.25
ORD00000108,2024-01-19,CUST03221,Widget C,Home,East,15,15.93,12.69,11.31,237.57,167.34,14.22
ORD00000109,2023-09-03,CUST03791,Gadget Y,Home,West,18,265.68,382.99,791.86,5191.11,3649.28,163.86
ORD00000110,2023-04-02,CUST01811,Widget C,Electronics,West,17,381.85,145.05,1142.35,7488.75,4441.73,281.76
ORD00000111,2023-01-03,CUST03042,Widget A,Home,South,7,185.62,42.25,150.85,1407.94,1096.48,90.19
ORD00000112,2025-07-19,CUST01964,Gadget X,Home,South,6,371.04,210.25,362.88,2378.87,1744.93,58.93
ORD00000113,2023-08-04,CUST00553,Gadget X,Office,North,10,366.33,153.02,631.85,4142.13,2569.17,294.05
ORD00000114,2023-11-03,CUST02383,Widget C,Industrial,South,8,467.54,28.69,445.4,4157.03,2908.39,228.52
ORD00000115,2024-11-19,CUST03812,Gadget X,Home,East,13,480.37,260.08,718.17,6702.9,4352.23,455.68
ORD00000116,2023-02-17,CUST01701,Widget A,Industrial,East,1,108.09,4.88,12.39,115.6,85.59,6.88
ORD00000117,2024-06-03,CUST02161,Gadget X,Electronics,West,6,165.27,77.22,0.0,914.4,616.08,18.53
ORD00000118,2024-04-15,CUST02904,Widget B,Home,North,9,116.31,36.47,121.24,1131.56,704.29,58.97
ORD00000119,2025-07-24,CUST03319,Widget A,Office,North,2,197.66,5.01,0.0,390.31,294.34,12.45
ORD00000120,2024-06-06,CUST00020,Widget C,Electronics,East,9,24.52,17.17,36.63,240.14,155.96,6.46
ORD00000121,2023-04-29,CUST00228,Widget B,Office,North,3,243.21,27.38,84.27,786.52,628.39,42.65
ORD00000122,2025-05-21,CUST01932,Widget C,Industrial,West,18,443.61,24.91,0.0,7960.07,5158.47,428.03
ORD00000123,2024-01-07,CUST00448,Widget C,Electronics,North,2,364.21,60.63,120.2,787.99,545.67,31.72
ORD00000124,2025-03-04,CUST03692,Gadget Y,Home,East,8,284.72,220.15,370.37,2427.98,1578.14,97.56
ORD00000125,2024-07-27,CUST02818,Widget C,Electronics,North,5,128.66,61.93,69.76,651.13,445.19,16.78
ORD00000126,2025-07-02,CUST02463,Widget A,Office,North,9,127.17,71.03,0.0,1073.5,856.4,82.79
ORD00000127,2025-02-25,CUST02335,Widget C,Electronics,West,14,45.81,16.92,112.4,736.82,425.87,52.03
ORD00000128,2025-03-17,CUST01946,Gadget Y,Industrial,East,7,45.95,27.89,52.88,346.64,261.2,13.25
ORD00000129,2023-07-15,CUST00199,Widget B,Industrial,West,14,383.29,95.47,0.0,5270.59,4069.32,372.75
ORD00000130,2023-02-25,CUST03088,Widget B,Home,West,2,471.25,70.62,43.59,915.47,657.07,55.93
ORD00000131,2025-08-25,CUST01913,Widget A,Office,West,19,424.11,702.88,1323.94,8679.15,5840.55,260.35
ORD00000132,2025-05-23,CUST01572,Gadget X,Industrial,North,12,468.85,521.85,918.78,6023.13,4128.69,199.77
ORD00000133,2023-02-14,CUST01747,Widget A,Industrial,East,18,46.14,47.28,140.98,924.22,666.63,39.76
ORD00000134,2025-01-10,CUST01869,Widget B,Industrial,East,5,181.07,86.65,98.24,916.94,722.75,54.2
ORD00000135,2025-05-23,CUST03766,Widget A,Industrial,North,14,122.59,6.16,85.5,1795.6,1142.66,92.28
ORD00000136,2024-11-14,CUST00781,Widget B,Electronics,North,10,53.31,2.03,63.73,594.8,463.24,40.32
ORD00000137,2024-05-08,CUST00709,Gadget Y,Electronics,South,6,121.97,55.73,33.8,709.89,440.16,16.18
ORD00000138,2024-11-20,CUST00497,Widget C,Office,West,15,322.39,482.51,522.4,4875.74,3228.43,138.59
ORD00000139,2023-08-20,CUST02483,Widget A,Home,South,10,244.32,36.1,120.36,2527.46,1668.23,148.25
ORD00000140,2024-06-12,CUST00103,Gadget X,Electronics,South,14,455.0,238.54,1103.66,7235.12,4294.35,454.18
ORD00000141,2023-01-23,CUST03167,Widget B,Electronics,East,1,70.63,6.96,7.64,71.31,42.6,2.31
ORD00000142,2025-05-01,CUST02926,Widget A,Office,East,3,343.18,89.75,46.99,986.78,755.19,72.21
ORD00000143,2025-05-26,CUST02836,Widget A,Office,East,16,295.96,194.57,227.04,4767.83,3802.81,297.59
ORD00000144,2023-11-09,CUST01873,Widget B,Electronics,East,8,371.6,264.76,324.96,3033.0,2386.13,91.98
ORD00000145,2025-09-08,CUST01641,Widget A,Office,South,4,236.81,42.73,162.81,1067.32,643.58,66.81
ORD00000146,2023-11-26,CUST03757,Widget C,Home,South,16,22.41,12.17,62.35,408.74,254.24,13.8
ORD00000147,2024-09-04,CUST03322,Widget C,Electronics,South,3,199.0,35.08,101.15,663.07,385.55,19.81
ORD00000148,2023-02-12,CUST00708,Gadget X,Electronics,West,1,109.66,3.05,0.0,106.61,77.18,8.11
ORD00000149,2024-01-10,CUST01035,Widget B,Electronics,South,11,157.72,113.98,194.51,1815.45,1000.41,44.45
ORD00000150,2025-09-05,CUST00976,Widget A,Industrial,West,3,116.12,10.13,40.59,378.82,272.67,13.93
ORD00000151,2025-12-16,CUST01891,Widget A,Industrial,South,14,318.89,226.62,211.89,4449.73,2741.97,179.64
ORD00000152,2023-09-30,CUST02555,Widget A,Electronics,South,8,461.8,285.56,170.44,3579.28,2613.18,206.75
ORD00000153,2023-11-18,CUST00885,Widget B,Industrial,South,18,77.88,120.92,153.71,1434.63,855.28,108.02
ORD00000154,2025-12-29,CUST00219,Gadget X,Office,South,10,197.26,7.93,353.64,2318.31,1815.93,101.97
ORD00000155,2024-02-26,CUST01541,Widget C,Industrial,South,4,146.55,42.53,0.0,543.67,314.13,33.43
ORD00000156,2025-05-25,CUST02014,Widget B,Electronics,East,10,62.07,55.15,67.87,633.42,354.12,27.24
ORD00000157,2025-08-19,CUST02689,Widget B,Industrial,West,13,202.66,194.03,122.03,2562.58,1484.22,180.89
ORD00000158,2025-06-19,CUST00495,Widget A,Office,South,17,399.0,156.27,331.34,6958.07,4250.04,488.25
ORD00000159,2023-03-04,CUST02757,Widget A,Industrial,South,3,141.13,31.61,19.59,411.37,296.23,25.04
ORD00000160,2023-05-26,CUST00646,Widget B,Electronics,South,15,133.71,161.39,331.97,2176.23,1436.01,84.95
ORD00000161,2025-10-23,CUST01173,Widget C,Home,North,12,464.36,100.11,0.0,5472.21,3639.11,161.99
ORD00000162,2024-10-30,CUST02048,Widget C,Industrial,North,19,324.98,562.94,673.4,6285.08,4385.72,271.6
ORD00000163,2023-03-15,CUST00421,Gadget Y,Electronics,North,12,145.27,47.49,84.79,1780.54,1280.32,92.35
ORD00000164,2023-04-21,CUST02276,Gadget Y,Office,North,19,20.68,37.19,17.79,373.52,272.54,15.28
ORD00000165,2024-06-07,CUST00155,Widget B,Industrial,North,11,495.54,272.3,621.44,5800.08,3803.12,213.85
ORD00000166,2023-08-06,CUST00848,Gadget X,Industrial,East,1,488.13,6.32,24.09,505.9,294.19,18.16
ORD00000167,2025-12-01,CUST02263,Widget A,Home,North,3,336.12,71.34,0.0,937.02,537.47,56.54
ORD00000168,2025-12-20,CUST01085,Gadget X,Electronics,South,2,66.87,7.59,15.14,141.29,86.81,9.93
ORD00000169,2023-09-28,CUST01731,Gadget Y,Industrial,South,11,363.25,304.8,184.55,3875.5,2297.42,196.14
ORD00000170,2023-10-23,CUST01137,Gadget X,Electronics,North,16,229.17,109.55,177.86,3735.03,2414.59,235.2
ORD00000171,2023-04-23,CUST02001,Widget C,Office,South,11,28.19,1.77,37.0,345.32,275.55,11.25
ORD00000172,2025-02-14,CUST00568,Widget B,Industrial,West,18,70.09,21.74,148.79,1388.67,868.4,36.54
ORD00000173,2024-03-22,CUST00623,Gadget Y,Electronics,North,10,25.54,12.19,43.78,286.99,225.55,10.89
ORD00000174,2024-08-24,CUST03862,Gadget Y,Office,South,13,61.91,3.68,0.0,801.15,569.91,23.71
ORD00000175,2023-06-18,CUST01329,Gadget X,Home,North,4,279.54,73.7,125.34,1169.8,658.3,30.69
ORD00000176,2024-01-09,CUST02769,Widget A,Electronics,North,1,369.22,18.64,0.0,350.58,258.93,19.07
ORD00000177,2024-06-08,CUST00035,Gadget Y,Office,West,14,489.28,143.61,0.0,6706.31,4890.14,208.59
ORD00000178,2025-08-20,CUST00444,Gadget Y,Electronics,East,2,492.23,78.65,163.05,1068.86,775.85,61.24
ORD00000179,2024-12-14,CUST03150,Widget B,Home,South,19,407.2,505.96,1301.55,8532.39,4987.24,486.06
ORD00000180,2025-07-11,CUST01429,Widget B,Industrial,West,19,29.22,30.49,26.23,550.92,305.86,11.05
ORD00000181,2023-08-23,CUST01201,Gadget X,Electronics,West,5,228.9,82.74,53.09,1114.85,843.24,83.14
ORD00000182,2025-06-14,CUST00691,Gadget X,Office,West,2,29.3,3.47,6.62,61.75,45.47,1.6
ORD00000183,2024-08-26,CUST01066,Gadget X,Electronics,East,17,320.27,5.19,652.73,6092.13,4238.54,139.16
ORD00000184,2025-11-20,CUST00938,Gadget Y,Office,South,18,82.42,81.16,252.43,1654.83,1225.24,121.53
ORD00000185,2023-10-31,CUST03189,Widget B,Electronics,East,11,330.2,91.38,177.04,3717.86,2581.16,123.71
ORD00000186,2024-03-30,CUST03757,Gadget Y,Industrial,East,8,130.27,80.13,115.44,1077.47,752.24,54.71
ORD00000187,2024-06-11,CUST00140,Widget C,Electronics,South,9,327.78,196.4,0.0,2753.62,2176.62,149.02
ORD00000188,2024-01-26,CUST00547,Gadget Y,Home,East,18,366.86,391.95,1118.08,7329.61,4297.68,185.29
ORD00000189,2023-05-03,CUST02509,Widget B,Office,West,11,147.76,86.84,184.62,1723.14,1076.52,51.07
ORD00000190,2025-06-19,CUST03519,Gadget Y,Industrial,East,4,495.87,51.04,231.89,2164.33,1251.19,91.69
ORD00000191,2023-04-14,CUST01268,Gadget X,Electronics,West,14,118.99,109.05,0.0,1556.81,946.82,74.0
ORD00000192,2024-05-24,CUST03367,Widget C,Office,South,19,53.26,80.37,0.0,931.57,709.05,53.86
ORD00000193,2023-12-04,CUST00019,Gadget Y,Electronics,West,2,294.09,23.09,0.0,565.09,412.27,38.02
ORD00000194,2025-10-28,CUST02974,Widget B,Home,North,10,208.48,73.18,100.58,2112.2,1462.82,107.7
ORD00000195,2025-04-15,CUST03772,Gadget X,Electronics,East,11,415.99,429.28,207.33,4353.94,2624.82,130.42
ORD00000196,2023-01-18,CUST01987,Widget C,Home,West,15,260.41,313.01,179.66,3772.8,2528.44,224.06
ORD00000197,2025-01-21,CUST02337,Widget A,Office,South,11,131.32,9.15,0.0,1435.37,990.0,74.16
ORD00000198,2024-08-02,CUST01034,Widget B,Electronics,East,4,264.53,29.29,51.44,1080.27,628.87,56.42
ORD00000199,2023-08-30,CUST03141,Gadget Y,Electronics,East,12,432.43,442.27,569.63,5316.52,3022.69,348.27
ORD00000200,2023-04-03,CUST03324,Widget C,Home,South,3,122.22,27.66,0.0,339.0,201.89,25.12
ORD00000201,2024-03-14,CUST03332,Gadget Y,Electronics,South,11,64.95,13.86,0.0,700.59,524.12,28.87
ORD00000202,2025-11-04,CUST03336,Widget A,Industrial,East,5,437.16,106.92,249.47,2328.35,1610.8,139.68
ORD00000203,2024-08-19,CUST00310,Gadget X,Industrial,East,19,431.54,153.52,1448.23,9493.97,6765.71,634.02
ORD00000204,2024-03-21,CUST02101,Gadget Y,Office,South,15,425.96,376.98,0.0,6012.42,3466.32,208.8
ORD00000205,2024-07-11,CUST02037,Gadget Y,Office,West,15,140.69,18.64,104.59,2196.3,1380.27,119.83
ORD00000206,2025-08-17,CUST00191,Gadget X,Office,West,1,399.07,10.52,0.0,388.55,236.77,29.65
ORD00000207,2025-08-28,CUST03204,Widget C,Industrial,East,9,132.21,9.95,0.0,1179.94,880.88,77.0
ORD00000208,2024-05-25,CUST00772,Widget A,Office,North,14,312.28,404.08,0.0,3967.84,2322.94,86.56
ORD00000209,2025-06-28,CUST01700,Widget B,Office,South,10,65.01,11.7,31.92,670.32,413.65,30.34
ORD00000210,2025-05-11,CUST00225,Gadget X,Home,North,2,212.64,22.19,48.37,451.46,326.75,18.23
ORD00000211,2023-12-24,CUST03157,Gadget Y,Office,West,10,454.16,81.69,535.19,4995.1,3565.1,364.96
ORD00000212,2023-12-05,CUST00720,Gadget X,Home,East,13,14.87,2.47,9.54,200.38,154.01,9.26
ORD00000213,2025-02-13,CUST02066,Gadget X,Office,South,14,81.11,0.43,56.76,1191.87,907.82,31.43
ORD00000214,2023-12-05,CUST02034,Gadget Y,Office,South,6,321.4,15.83,95.63,2008.2,1526.09,119.99
ORD00000215,2023-08-01,CUST00384,Widget B,Industrial,East,12,398.5,253.16,0.0,4528.84,3344.1,351.14
ORD00000216,2025-05-28,CUST03416,Widget B,Electronics,North,18,221.35,209.64,188.73,3963.39,2328.78,217.21
ORD00000217,2023-09-25,CUST00027,Widget A,Home,South,19,382.43,185.09,0.0,7081.08,4858.3,198.28
ORD00000218,2023-02-10,CUST02613,Gadget X,Office,North,6,486.76,272.56,317.76,2965.76,1716.65,212.75
ORD00000219,2025-09-27,CUST00689,Widget A,Electronics,East,13,349.26,199.83,217.03,4557.58,3075.15,164.51
ORD00000220,2023-08-14,CUST02404,Widget B,Office,West,18,224.22,325.7,185.51,3895.77,2905.9,125.78
ORD00000221,2024-11-29,CUST00903,Widget A,Industrial,East,2,316.94,32.3,0.0,601.58,407.68,42.61
ORD00000222,2023-06-11,CUST02992,Gadget Y,Home,West,11,156.73,42.02,201.84,1883.85,1198.86,121.84
ORD00000223,2025-05-27,CUST02256,Widget B,Office,South,15,52.34,12.5,139.07,911.67,729.13,65.72
ORD00000224,2025-01-14,CUST02560,Gadget Y,Office,East,5,76.84,6.73,18.87,396.34,248.61,23.88
ORD00000225,2024-10-06,CUST03948,Widget B,Industrial,West,6,221.6,89.74,148.78,1388.64,827.44,87.1
ORD00000226,2024-04-30,CUST01774,Widget A,Office,West,17,145.22,184.86,0.0,2283.88,1547.18,95.93
ORD00000227,2023-06-18,CUST03035,Gadget Y,Office,South,4,27.09,1.81,5.33,111.88,74.2,3.3
ORD00000228,2025-08-08,CUST03261,Widget B,Office,West,6,192.07,113.87,0.0,1038.55,659.95,26.76
ORD00000229,2023-10-30,CUST01298,Gadget X,Industrial,West,16,426.89,624.48,744.69,6950.45,4295.28,234.11
ORD00000230,2024-03-21,CUST01241,Widget A,Office,West,12,45.23,13.18,0.0,529.58,422.94,13.95
ORD00000231,2024-07-07,CUST02824,Widget A,Home,South,13,451.51,184.28,284.27,5969.62,3828.44,413.47
ORD00000232,2025-06-26,CUST03712,Widget B,Home,South,11,83.87,89.64,149.93,982.86,676.65,51.46
ORD00000233,2025-09-07,CUST00060,Gadget X,Industrial,West,8,232.19,185.31,0.0,1672.21,955.78,80.65
ORD00000234,2023-11-07,CUST00465,Widget A,Home,North,15,446.12,275.01,770.01,7186.8,4788.32,306.96
ORD00000235,2025-06-01,CUST00676,Gadget X,Office,West,6,43.24,21.74,0.0,237.7,160.62,15.38
ORD00000236,2024-06-13,CUST02551,Gadget X,Industrial,East,5,294.57,135.61,160.47,1497.71,955.09,34.99
